mean_pred,shape,rate,cov,p95,p99
779.55347,1.5216552,0.0019519575,0.81066585,2020.965103980452,2928.3167136772418
530.88403,1.0756396,0.002026129,0.9641988,1550.0677896002005,2357.2248246237364
223.1245,0.4395065,0.0019697815,1.508403,897.1335072880657,1588.7979033692322
353.84402,1.6048263,0.004535406,0.7893797,901.2583369463061,1296.7911466630144
1521.1147,2.7976658,0.0018392208,0.59786355,3257.4304996653814,4382.853486650741
2535.2964,1.7372469,0.00068522437,0.7586985,6291.713606195227,8960.806729459415
508.10266,1.0935472,0.002152217,0.9562715,1474.9911193138425,2237.645977612283
2063.0295,2.0197434,0.0009790182,0.70364225,4878.198457286668,6818.128484739618
812.5507,1.6766019,0.0020633813,0.7722982,2040.0119716446588,2918.700287942391
849.2262,1.714788,0.0020192359,0.7636508,2116.440238146886,3019.3012233012264
1121.487,0.99309504,0.00088551623,1.0034704,3367.916711626445,5182.691344607706
878.89,1.7867512,0.0020329633,0.7481143,2161.286302240692,3067.184541679397
415.3273,1.752818,0.004220329,0.7553211,1027.70846465802,1462.0234365914896
855.4492,1.9513578,0.0022810914,0.7158657,2044.9767128347498,2870.330145157078
1581.9197,2.1805344,0.0013784103,0.67720246,3651.9405526552164,5057.153458142885
503.8274,2.1672518,0.004301576,0.6792745,1165.3202557316474,1614.8993537314232
432.45728,0.49314743,0.0011403379,1.4240053,1669.4489583185734,2891.0056740794375
1474.3187,2.0813832,0.0014117593,0.6931448,3453.3218996815017,4808.984824679765
619.5,1.8284298,0.0029514604,0.7395386,1512.111071460367,2139.675833453591
634.4991,1.093492,0.0017233941,0.9562956,1841.9447984395015,2794.3562875588127
2066.8271,1.6533883,0.0007999644,0.77770084,5212.837344273408,7471.585963836656
1440.664,2.5124328,0.001743941,0.6308887,3185.022782796863,4337.900478018683
427.64914,1.6908873,0.0039539128,0.7690289,1070.6876525725277,1530.189848397216
1600.1223,2.096375,0.0013101342,0.69066197,3739.5730052246613,5203.084872914934
333.04434,1.079797,0.003242202,0.9623409,971.1034342112823,1475.945802789647
547.9119,1.5105675,0.0027569532,0.8136356,1423.9151742273123,2065.211446304265
3475.1025,1.2186558,0.00035068198,0.9058566,9715.001754488565,14510.863562629356
668.3694,1.5599601,0.0023339791,0.800651,1718.4409254062334,2481.8104044598535
2437.578,2.5494995,0.0010459151,0.62628573,5365.399998611218,7295.242523127643
1082.5127,2.0256784,0.0018712744,0.7026107,2557.3185645794133,3573.0148808138956
550.6913,1.572165,0.0028548934,0.7975372,1412.2209396733742,2037.4733799353712
687.1372,1.7608778,0.002562629,0.75359046,1697.7572246982127,2413.829626357836
343.33835,1.3323798,0.0038806612,0.8663352,930.8910758633781,1373.2425270738795
912.5913,2.3754396,0.0026029611,0.64882565,2052.0457769259115,2813.033131281025
789.3514,0.8368086,0.0010601218,1.093168,2519.59573293624,3980.985956202158
349.30807,0.64781684,0.0018545716,1.2424356,1222.6585063403456,2015.2488541566213
2607.9019,2.7934666,0.0010711548,0.59831274,5587.211748611035,7518.819140783895
235.45204,0.63053626,0.0026779817,1.2593457,832.2136304614471,1378.1359121937187
464.92972,2.0908911,0.00449722,0.69156706,1087.4579399209385,1513.5230102513726
1043.9275,1.4055914,0.0013464454,0.8434715,2779.446638822878,4070.373335963588
701.81616,1.8665143,0.0026595488,0.73195493,1701.7114042576115,2401.7494772966356
989.8313,1.9405338,0.0019604692,0.71785945,2370.4131650608906,3329.4001199056584
917.8775,2.1559591,0.0023488528,0.6810512,2126.443753739773,2948.6699879424946
625.6914,1.4459443,0.0023109545,0.83161867,1650.0655189071385,2407.232616450654
1670.4175,1.7022462,0.0010190543,0.7664588,4173.006853821622,5958.791264804262
1698.5903,1.0441449,0.0006147126,0.9786325,5011.5768486176,7654.638060422937
396.21558,1.6055226,0.004052144,0.78920853,1009.036166967905,1451.7869750342186
649.11224,0.9341525,0.0014391232,1.0346444,1992.1069787293816,3094.09684046752
1568.2192,2.5076027,0.0015990129,0.6314961,3469.0268159949524,4725.750236434872
1548.4672,1.966949,0.0012702555,0.7130229,3692.3077852757438,5177.441432072378
1051.8164,2.1066973,0.0020029135,0.6889678,2454.376253075223,3412.8889286546078
717.5037,1.0266055,0.0014308016,0.98695695,2129.6167218131764,3260.937176746631
2462.4673,2.5275767,0.0010264408,0.62899595,5434.221142922935,7396.132484561153
744.5965,1.6072656,0.0021585727,0.7887805,1895.572622747041,2726.937128513533
871.124,1.4775722,0.0016961674,0.82267,2280.6775695557817,3317.581041812456
1342.0214,1.2463591,0.0009287178,0.89573264,3722.7870479470425,5542.992627272794
1425.3126,2.1439102,0.0015041684,0.68296224,3307.7847688886777,4589.885626281028
609.51636,1.0600244,0.0017391237,0.9712747,1788.8174889443887,2726.146394659784
1395.1115,2.001254,0.0014344761,0.7068852,3308.453660656262,4629.346506758583
346.7792,1.9244044,0.005549365,0.7208615,832.6664930820654,1170.7434916478503
1525.1322,2.5307143,0.0016593409,0.6286059,3364.4404791339357,4578.44947080819
203.0928,1.0757326,0.0052967537,0.96415716,592.969527918345,901.731390986687
523.7145,1.2110828,0.0023124868,0.9086844,1467.2540062107944,2193.503819583947
843.7095,1.5012414,0.0017793346,0.81615895,2197.1784618827046,3189.356648801721
1515.8792,2.0381174,0.0013445118,0.70046335,3574.194236704138,4990.0357370296315
1024.5488,2.8176003,0.002750089,0.5957449,2189.5022363059334,2943.6347260976327
1510.4521,1.9181306,0.0012699049,0.72203946,3630.5928795196446,5106.743643631666
732.4428,1.3699709,0.0018704135,0.8543667,1967.1563722549736,2890.886479008371
461.7774,0.9487317,0.0020545218,1.0266639,1409.4024431834782,2183.8851557639796
1041.2683,1.4918046,0.0014326803,0.81873626,2717.3871048816973,3947.7875455704825
1521.6885,1.6997426,0.0011170108,0.7670231,3803.284554490679,5431.877052430826
944.4175,2.3922431,0.0025330356,0.64654285,2119.063148340719,2902.515856855631
1888.2378,2.6119504,0.0013832741,0.6187533,4126.343043764412,5595.054815652292
724.99255,1.0995771,0.0015166736,0.9536459,2100.562412586292,3184.121056875247
488.56738,0.93273973,0.0019091322,1.0354277,1500.2066396160874,2330.6277268042286
860.4411,0.8499573,0.0009878158,1.0846796,2731.2144672539985,4304.730601177437
1058.9138,1.7285789,0.0016324075,0.76059836,2632.1371263883207,3751.146324844023
1374.7712,1.328546,0.0009663761,0.86758435,3731.07335977711,5506.231394552307
1958.488,2.613638,0.0013345182,0.6185536,4279.038045381994,5801.673537981314
677.5301,2.346597,0.003463458,0.6528009,1529.171514318169,2099.2520179612748
1016.6586,1.6331114,0.0016063517,0.782514,2574.5937314567423,3696.0844068889364
479.23544,2.4028258,0.0050138733,0.6451175,1073.8577141915575,1470.1247661848006
1888.8104,1.6294911,0.0008627076,0.7833827,4786.736119947367,6873.814860237097
295.13718,1.0553032,0.0035756363,0.97344494,867.5328014437746,1322.9840380963474
405.54193,1.5035039,0.0037073945,0.8155446,1055.5759276475842,1531.9347874568596
451.16144,1.0933084,0.0024233197,0.95637596,1309.794434197171,1987.0964319258273
874.11176,2.7414196,0.0031362346,0.6039657,1883.0631897054657,2539.407929799886
1970.8026,1.561588,0.00079236145,0.80023354,5065.364944227163,7314.508710367144
281.60782,1.3797171,0.0048994278,0.8513438,754.5103190504947,1107.7390602391356
2157.5798,0.86598176,0.0004013672,1.074597,6802.968993364848,10690.898645225465
594.70966,1.4415071,0.0024238839,0.8328976,1569.98448320253,2291.3515466966664
830.55707,1.1333816,0.0013646041,0.93931645,2381.103794619196,3593.571084825548
536.45624,1.5262923,0.0028451385,0.80943346,1389.333276923918,2012.2905743098065
2736.4724,1.9628434,0.0007172897,0.7137681,6529.427954668296,9158.075890890785
2668.1287,2.4076433,0.00090237154,0.6444718,5975.037619938826,8177.995854612171
1829.9786,1.9191109,0.0010487067,0.721855,4397.904262349737,6185.641597950387
458.8851,2.0702417,0.0045114597,0.69500744,1076.6663851635358,1500.307485941945
401.78058,1.3350654,0.0033228719,0.86546344,1088.5974987966106,1605.4448791780833
786.47986,1.5693028,0.0019953502,0.79826415,2018.109115299135,2912.3115277255993
826.62177,1.7599254,0.0021290577,0.7537944,2042.7502039473786,2904.531921543815
743.5781,1.5454048,0.0020783355,0.80441266,1917.7779032819053,2773.119107209895
1278.5988,2.0454183,0.0015997343,0.69921213,3011.332629665238,4202.376547104757
988.5022,0.22226709,0.0002248524,2.1211061,4950.166096424141,10270.49196198058
845.91595,1.7775372,0.0021013166,0.7500507,2083.686931145017,2958.9965872594635
2338.307,2.3177645,0.0009912149,0.65684867,5297.489917069565,7282.9736977197
2562.8042,2.04857,0.00079934706,0.698674,6032.944788048706,8417.519807511148
1118.9742,1.9497184,0.0017424157,0.71616656,2675.656395539771,3755.942160078369
405.15814,0.98487186,0.0024308332,1.007651,1220.3079854193757,1880.2097638679509
1557.9244,2.730291,0.0017525181,0.6051953,3360.188205562664,4533.455011664516
1586.1484,1.4215328,0.0008962167,0.8387288,4207.045540825514,6151.633876494421
1616.6145,2.1263628,0.0013153184,0.68577445,3761.37590910829,5224.454031524947
634.82446,2.4336224,0.0038335358,0.6410227,1417.0181325670858,1937.0476470413116
1647.7109,1.8502192,0.0011229028,0.735171,4006.5171988547327,5660.899631381257
258.34183,1.1588366,0.004485672,0.9289426,734.9285216340714,1105.6196301289726
525.2613,2.0392168,0.00388229,0.7002745,1238.2695125540542,1728.6701398448874
416.37314,2.3014886,0.0055274665,0.65916723,945.3418240283927,1300.731616808931
2058.7375,1.8180071,0.0008830689,0.7416555,5034.357699443989,7128.871571501348
635.1749,1.6427464,0.0025862898,0.7802158,1605.4088749843293,2302.9654750523873
2278.861,1.9719771,0.0008653345,0.71211326,5429.524541910526,7611.014996119935
370.69028,1.5308344,0.004129686,0.8082317,959.0760991293519,1388.5662100795168
542.8879,1.5241544,0.0028074938,0.81000096,1406.6476819864474,2037.746595012482
874.8553,1.4712844,0.001681746,0.824426,2293.7255283916243,3338.4637181582907
595.9293,1.1141177,0.0018695468,0.9474023,1718.7074046936518,2600.3203861383927
1451.562,2.329522,0.0016048381,0.655189,3283.4622005800006,4511.411278158409
833.6889,1.5562173,0.0018666643,0.8016132,2145.20475279137,3099.131568851044
923.1462,2.1990702,0.0023821474,0.6743424,2125.542209941571,2940.4438922357817
1108.7725,2.1178734,0.0019101065,0.68714756,2583.004981848846,3589.4579472532464
1135.3086,1.4092667,0.0012413071,0.842371,3020.08075551773,4421.206820417152
444.55722,0.8780656,0.0019751464,1.0671772,1394.7865410135325,2187.1711454767456
511.37363,0.7326859,0.0014327801,1.1682643,1712.1751682676127,2764.048285203057
3458.4817,1.9915648,0.00057584944,0.70860267,8214.265826520463,11500.63768418251
698.104,1.26966,0.0018187261,0.88747525,1924.2553413021421,2857.6769635779797
460.86496,1.6383182,0.003554877,0.7812695,1165.8746978268575,1673.0373917462834
1548.6362,2.6041992,0.001681608,0.6196735,3387.209351567474,4594.389501244612
1780.5839,1.4374119,0.00080727,0.83408326,4705.101375043443,6869.60303740464
2239.21,1.9866366,0.00088720425,0.70948106,5322.539289133003,7454.253510523527
592.2791,0.7006241,0.0011829289,1.1946962,2015.3178414757522,3277.7685189112876
3003.1472,0.9814876,0.00032681966,1.0093868,9056.299898131676,13960.87953186314
361.7938,1.2621179,0.0034885006,0.89012307,999.2925487971133,1485.2669083971764
1628.797,2.7358875,0.0016796982,0.60457593,3510.934353663671,4735.748679855523
908.5382,2.3028,0.002534621,0.6589795,2062.402995338996,2837.5479688745495
1117.6001,1.9476881,0.0017427414,0.7165398,2673.2566469304625,3753.0563816161125
1038.98,1.7400044,0.0016747238,0.75809705,2577.05170004897,3669.555332004982
594.9218,1.9279013,0.003240596,0.7202074,1427.6656508718359,2006.8711109235185
1665.9567,2.2602503,0.0013567281,0.66515326,3803.4904751917547,5244.555442373303
580.1065,0.8134647,0.0014022678,1.1087424,1870.578359170799,2968.864468927953
1464.5269,1.7324922,0.0011829706,0.75973886,3637.686034921212,5182.690589196179
887.4535,1.6442671,0.0018527923,0.77985495,2242.3618760842173,3216.2914310255746
1188.3635,2.1978846,0.0018495052,0.67452425,2736.661795626784,3786.1014614324313
439.84808,1.2827204,0.0029162806,0.88294566,1208.147790247578,1791.6416223550643
662.98267,2.2000723,0.0033184462,0.6741888,1526.3008474826738,2111.347393120078
4285.1846,1.5799491,0.0003687004,0.7955701,10971.162804525718,15818.330437663466
560.63995,0.62471235,0.0011142844,1.2652023,1988.2445004629892,3297.838793948954
756.76495,3.0569785,0.004039535,0.5719444,1579.6133304218517,2104.7327035203703
1634.3292,0.31533808,0.00019294648,1.7807862,7356.55652879971,13985.841596426475
1194.7847,2.8885717,0.0024176505,0.5883807,2534.8978122111944,3398.613536127744
250.54605,1.4998351,0.0059862654,0.81654143,652.6737188331651,947.5191853435008
1423.0369,0.34767398,0.00024431833,1.6959535,6201.869668486841,11534.985439205973
657.33057,2.2290847,0.0033911169,0.669787,1507.1687386458946,2081.630901317704
1291.7799,1.7211463,0.0013323836,0.76223886,3215.486092333731,4585.021319146089
332.23016,0.81871444,0.0024642989,1.1051819,1068.8198188339359,1694.622546858856
1783.6361,2.099312,0.0011769845,0.6901786,4166.627835312551,5796.289429579856
391.84317,1.6020029,0.0040883776,0.79007506,998.6252226954732,1437.2194306129456
526.7431,1.6863704,0.0032015045,0.7700581,1319.940617893704,1887.062639568756
818.43976,1.8059949,0.0022066315,0.74411786,2005.6701764419577,2842.4915451718402
554.6292,1.5486398,0.0027922075,0.803572,1429.4608655179513,2066.439747429376
499.9882,2.196957,0.004394018,0.6746666,1151.5648068434307,1593.24066939979
1040.062,2.0324194,0.001954133,0.7014445,2454.46025037732,3427.9133196954317
562.48444,1.0719192,0.0019056869,0.9658707,1644.3318616589327,2501.845188460265
912.7126,1.5980953,0.0017509294,0.7910404,2327.957270590556,3351.4601191391703
830.91565,0.93958896,0.0011307874,1.0316468,2544.800284398653,3949.0238049371033
961.14453,1.1133357,0.0011583437,0.947735,2772.6971181227864,4195.382611760744
455.75867,1.764159,0.0038708183,0.75288934,1125.3937562034023,1599.6788613497095
1166.004,1.7655879,0.0015142211,0.7525846,2878.4290812825498,4091.0913661867744
1399.3519,1.6438301,0.0011747081,0.77995855,3536.1038268314173,5072.121643867911
1295.5068,1.1948154,0.0009222764,0.9148494,3646.552617808068,5461.956604802268
1617.8677,2.2887397,0.0014146643,0.6610005,3679.50389213571,5066.085852643666
1144.6967,1.6802161,0.0014678265,0.77146715,2871.8788244182683,4107.73501500244
2606.2542,1.8826853,0.0007223721,0.72880465,6301.991925834942,8884.886156201977
1065.6945,1.7905915,0.0016802109,0.7473116,2618.8378651130565,3715.5083308087515
1031.9365,1.0311794,0.0009992663,0.98476565,3058.086546946029,4679.54891261109
627.09753,1.2969688,0.002068209,0.8780823,1715.9660398821122,2540.8164768355823
1168.1943,2.036254,0.001743078,0.7007838,2755.2047403236193,3847.0500100958775
677.5532,1.3874323,0.0020477097,0.84897345,1811.9365438518266,2658.1874089790763
751.4334,2.6545167,0.003532604,0.6137723,1634.238702379714,2211.864164299245
1799.0969,1.6677012,0.00092696573,0.77435637,4524.755168037515,6478.134979708019
424.9839,1.0290605,0.0024214105,0.9857789,1260.3294221721656,1929.1719353774079
168.04901,0.81046677,0.0048228,1.1107911,542.6000216174972,861.689236304287
468.69287,1.4423723,0.003077436,0.83264774,1237.0606660233814,1805.3121597224167
1765.0083,2.6608758,0.0015075713,0.6130384,3835.8713021011354,5190.264296909507
538.53577,1.8926922,0.0035145155,0.7268755,1299.984933954808,1831.5781440975081
463.2553,1.7931019,0.003870656,0.7467883,1137.887536180403,1614.1058855283688
2422.6772,2.1179345,0.00087421236,0.68713766,5643.837559685216,7842.898988186906
2764.9995,2.4332285,0.0008800104,0.64107454,6172.173550765179,8437.449313463283
740.0312,1.750715,0.0023657314,0.75577456,1831.8882645044998,2606.4520378225243
527.7699,1.5908964,0.003014375,0.79282814,1348.1382909637032,1942.0025745007852
369.9342,1.9613873,0.0053019896,0.71403307,882.8988356766689,1238.4536984907265
2099.3699,1.5265908,0.0007271662,0.8093543,5436.667309001111,7874.187871422231
1353.8761,0.22226709,0.00016417092,2.1211061,6779.865089673638,14066.709793254497
1739.972,2.261735,0.0012998686,0.66493493,3971.669539117443,5476.028326277563
750.02997,2.9495354,0.0039325566,0.58226836,1581.7114627087212,2115.777864439149
687.5594,1.515176,0.002203702,0.8123973,1785.0144533472085,2587.894711653488
1400.1992,1.9926128,0.0014230923,0.7084163,3325.0696176829524,4655.06626718073
2258.7666,1.5705419,0.0006953095,0.79794925,5794.482370630145,8361.088639192689
807.1647,1.3569211,0.0016810957,0.85846525,2174.9020468241333,3200.3694082721854
673.06726,1.7899708,0.0026594233,0.7474412,1654.181214197406,2346.9928107797273
427.43744,1.2271258,0.0028708898,0.902725,1192.0909450688998,1778.8336941056834
1178.0771,1.8138499,0.0015396699,0.7425049,2882.9542115489753,4083.5673631671602
957.6703,1.6053979,0.0016763577,0.7892392,2438.9466365673284,3509.157504977566
344.93298,1.0678067,0.0030956934,0.9677288,1009.7169633091736,1537.1479611194438
603.75024,1.1590775,0.0019197965,0.9288461,1717.4192243978248,2583.5925162395956
1489.8181,1.8806026,0.0012623034,0.7292081,3603.698021492194,5081.3881702121525
348.4844,0.62649286,0.0017977644,1.263403,1234.5917011794033,2046.7618253802639
944.7699,2.1937926,0.002322039,0.675153,2176.9512010630033,3012.426388534962
1042.5566,1.4026604,0.0013454044,0.84435236,2777.7571384331277,4069.0503402841287
581.1881,1.9087453,0.0032842124,0.7238124,1399.160546056499,1969.2392904973458
324.73157,0.83907735,0.0025839107,1.0916892,1035.532079920291,1635.4497639932888
5140.681,1.603049,0.00031183593,0.78981715,13098.3664986846,18849.536654607167
1992.9684,1.7337251,0.000869921,0.7594687,4949.116217861411,7050.473456417838
2167.8962,1.7871547,0.00082437275,0.7480298,5330.703363356867,7564.839356294902
476.1428,0.92983425,0.0019528475,1.0370442,1463.6790841209115,2274.967391416477
775.5156,1.8130045,0.0023378052,0.742678,1898.1036524890992,2688.731422372344
425.4526,1.0597894,0.0024909694,0.9713823,1248.7217838381525,1903.1061032594064
567.44775,2.1893537,0.003858247,0.6758371,1308.3419819497067,1810.8985082023205
3545.7554,1.9128771,0.0005394837,0.72303027,8530.207262833468,12002.560543520001
3275.2903,2.3583887,0.00072005484,0.6511669,7380.9696178098375,10126.675899249653
1247.4009,1.4061815,0.0011272891,0.84329456,3320.7212018105247,4862.768768214677
1116.0841,3.2093933,0.0028755837,0.55819833,2297.688276805614,3045.4965495750166
1194.5167,0.8803308,0.0007369765,1.0658033,3744.316330734311,5869.12153999885
420.6579,0.886214,0.0021067334,1.0622597,1315.4551967543837,2059.805891167198
603.492,0.7121949,0.0011801232,1.1849514,2041.3750759843988,3311.0583213962486
801.2103,2.6373606,0.0032917208,0.61576533,1745.8473250069012,2364.6565979181646
1057.2533,1.8728371,0.0017714176,0.7307184,2560.7686710216235,3612.6728205755794
1440.9094,2.5313513,0.0017567734,0.62852675,3178.4050273405314,4325.1610125311
1727.9092,2.274969,0.0013166022,0.662998,3937.0624843938945,5424.567637485226
1605.2827,1.8784218,0.0011701501,0.7296313,3884.437642161858,5478.0375684691435
422.88727,1.164572,0.0027538592,0.9266523,1200.9634231456484,1805.4409542333863
818.8329,2.2874103,0.0027935007,0.6611926,1862.5975463813957,2564.6734992982188
996.69867,1.742488,0.0017482596,0.7575566,2471.031213879365,3517.9492171122115
730.19104,1.4046406,0.0019236617,0.84375703,1944.571345129324,2847.9975663347373
1894.907,1.3698059,0.0007228882,0.8544182,5089.449771832734,7479.457989878524
700.62537,1.4399662,0.0020552585,0.83334315,1850.2595970566765,2700.7944330033024
1656.3136,1.556352,0.0009396482,0.8015786,4261.817133913343,6156.886204045181
1030.5977,0.42154133,0.0004090261,1.54021,4204.752073991631,7509.163594453107
652.2199,1.4409097,0.0022092392,0.8330702,1722.0472871048955,2513.4234155482254
753.07794,1.5883534,0.0021091488,0.7934625,1924.6853765992905,2773.1029862256346
487.10303,1.856676,0.00381167,0.7338916,1183.0974078821403,1670.896073393686
443.27084,1.107259,0.002497929,0.9503321,1281.1903173388412,1940.116743492221
2401.1357,1.6630578,0.00069261296,0.7754367,6044.42136336571,8656.971382523463
635.8632,1.1645719,0.0018314817,0.92665243,1805.796825992973,2714.7034868906244
460.74704,1.1436112,0.0024820804,0.9351059,1316.7752443729282,1984.710902486869
1952.4163,2.2109914,0.0011324385,0.67252195,4487.915665671279,6204.515021005716
1245.5933,1.6174724,0.0012985559,0.78628784,3164.3738962564944,4548.458725179417
622.5667,1.422235,0.00228447,0.8385217,1650.999333547397,2413.9662495045322
491.28336,0.71471107,0.0014547838,1.1828638,1659.7052782990602,2690.4163052940007
1702.3982,1.822668,0.0010706473,0.74070656,4159.541688759115,5888.195282602534
1926.3815,1.6790943,0.00087163126,0.7717248,4834.071504728541,6914.91325061808
1206.1967,1.5235375,0.0012630922,0.8101649,3125.7333987111297,4528.350717997021
618.0092,1.9028299,0.0030789669,0.7249366,1489.2808592593037,2096.8872423791363
757.5141,2.324439,0.0030685093,0.65590495,1714.6569405245723,2356.5087673292765
1681.0431,2.6902382,0.0016003386,0.60968375,3641.5577863070125,4921.24157748318
1030.5717,1.5014209,0.0014568816,0.8161102,2683.6956805682635,3895.5081696012808
989.0654,1.2392362,0.0012529365,0.8983032,2749.103845608082,4096.536205332887
647.7934,1.256179,0.0019391661,0.89222467,1792.1417985443984,2665.4515215952592
1272.5353,2.4741824,0.0019442937,0.6357468,2826.3367246737016,3856.1888075818297
748.5923,1.081954,0.0014453181,0.96138114,2181.247562832202,3314.2330683027512
1657.1501,1.6962855,0.0010236161,0.76780427,4144.613978183612,5920.913725838539
2084.8035,1.7306602,0.0008301311,0.7601409,5180.154633859868,7381.276361125159
1018.6991,1.8394161,0.001805652,0.7373268,2481.7051158704357,3509.034190566616
400.24393,2.1254258,0.0053103263,0.6859256,931.3753862119676,1293.7250727946707
558.49335,0.7742982,0.0013864054,1.1364383,1833.1090345848054,2932.6134154002843
227.0834,0.87967116,0.0038737801,1.0662028,712.0032356617716,1116.17753653974
2114.5361,2.2173476,0.0010486213,0.6715573,4856.258238404105,6711.450912977504
1052.8483,1.1373808,0.0010802894,0.93766356,3014.6813689240203,4547.458197313911
1010.6775,2.2818165,0.0022577099,0.6620025,2300.7152704717982,3168.8485070378188
1055.3788,1.4482058,0.0013722143,0.8309691,2781.7683845277816,4057.38880019807
1871.7197,2.4973462,0.0013342522,0.6327915,4145.497451472641,5649.949219226182
1805.0513,1.6284463,0.0009021607,0.783634,4575.4360718884,6570.932780617285
578.52905,2.2834942,0.0039470694,0.66175926,1316.6714164424195,1813.3361254626611
3251.8638,1.5523332,0.00047736726,0.80261546,8374.479965329894,12102.414162794576
527.9429,1.2632186,0.0023927186,0.88973516,1457.767772075851,2166.443051054724
686.48944,2.0587494,0.0029989528,0.6969446,1613.5063190746134,2249.901602206854
559.3103,2.3687057,0.0042350474,0.64974725,1258.7482022218003,1726.1188011153006
1988.692,2.2743013,0.0011436166,0.66309536,4531.668428698212,6244.044935263704
690.3868,2.4611135,0.0035648327,0.63743246,1535.8194544695214,2096.7190009384253
841.195,1.8503501,0.0021996684,0.7351451,2045.3744135761851,2889.9305909241057
1309.623,2.608599,0.00199187,0.61915064,2862.996343281011,3882.604859363258
2883.4836,2.2779014,0.00078998244,0.66257113,6567.452666682221,9047.397203965525
1349.8512,2.01123,0.0014899642,0.70512986,3196.092223108078,4469.4020607460425
415.5743,1.5660368,0.0037683677,0.7990961,1067.1022306018056,1540.345182378315
